id,name,activity_name,total,start_duration,end_duration,start_registration,end_registration,credits_count,activity_type,location,location_kotakab_code,mitra_id,certified,logo,mitra_name
6aab6727-665b-11ed-9ad9-5a2f049e0a05,HR Project Intern,Learning Gamification,4,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-11-28T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,OFFLINE,Kota Jakarta Selatan,016300,5bc2c129-6ce8-4935-a651-37bcd8ee46b1,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36e9154a-8dee-4268-b8b2-5bc121e4121b.png,Trakindo
d31a68ff-7a13-11ed-a6c1-2615bc75a6a3,HR Recruitment and Selection,PAN 8 Sragen Internship Program (PSIP),2,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-21T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,OFFLINE,Kab. Boyolali,030900,7e6a4c10-aca9-4b78-89d5-7a56baf5c15e,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_657b3206-5540-4a88-ad4d-ca1247cd5f2f.png,Garment Manufacturing
bfd410d2-74c6-11ed-b73d-f24ca90833fc,HR Specialist,Huawei Roll Out & Manage Service Internship,4,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,OFFLINE,Kota Jakarta Selatan,016300,20f87c97-71f0-4bb0-a591-ed22c767891d,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d9158ede-a886-4d35-85d2-d71779d89cae.jpg,Huawei
80b1b0ab-6fb9-11ed-b6f6-62d54cabf853,HR System & Analytics,SIP (SCM Internship Program),3,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,OFFLINE,Kota Jakarta Pusat,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,Surya Citra Media - EMTEK Group
b20e9ec6-6a26-11ed-8ebe-a6bfdab34a31,HR Technology Officer,PAN 8 Sragen Internship Program (PSIP),2,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-21T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,OFFLINE,Kab. Boyolali,030900,7e6a4c10-aca9-4b78-89d5-7a56baf5c15e,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_657b3206-5540-4a88-ad4d-ca1247cd5f2f.png,Garment Manufacturing
12bf15f7-6172-11ed-9958-e6768c594c9c,HR Training Coordinator,Apprenticeship AEON Retail BSD Branch,10,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,OFFLINE,"Tangerang, Banten",,aca44337-020b-460d-b69c-cd586f6297bc,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,PT. AEON INDONESIA
8bf923da-619a-11ed-b3d1-4eaca8c1bf53,HR Training Coordinator,Apprenticeship AEON Retail Sentul Branch,3,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,OFFLINE,"Sentul, Bogor",,aca44337-020b-460d-b69c-cd586f6297bc,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,PT. AEON INDONESIA
7a41d68d-61a3-11ed-b3d1-4eaca8c1bf53,HR Training Coordinator,Apprenticeship AEON Retail Tanjung Barat Branch,3,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,OFFLINE,Kota Jakarta Selatan,016300,aca44337-020b-460d-b69c-cd586f6297bc,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,PT. AEON INDONESIA
202348c1-6193-11ed-aaab-4a119f027d25,HR Training Coordinator,Apprenticeship AEON Retail Jakarta Garden City Branch,3,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,OFFLINE,"Cakung, Jakarta Timur",,aca44337-020b-460d-b69c-cd586f6297bc,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,PT. AEON INDONESIA
bbff1a82-55ae-11ed-9b1f-3642855f7e03,HSE Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,OFFLINE,Kota Jakarta Selatan,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,XL Axiata
